C_1_Force[kN];C_1_Deplacement[mm]
6.611042976;0.893204927
6.641432285;0.897533953
6.667726994;0.901781559
6.699657917;0.906045437
6.722602844;0.910179138
6.746212006;0.914361656
6.776388168;0.918674409
6.798110008;0.922677934
6.817332268;0.926600039
6.8446908;0.930945337
6.860828876;0.934867442
6.888505936;0.939001143
6.915040016;0.943281293
6.937373161;0.947398722
6.965981007;0.951597512
6.98945713;0.955780089
7.019766808;0.960011423
7.050368309;0.964259028
7.08046484;0.96847409
7.107291222;0.972851932
7.134809017;0.976985633
7.162486076;0.981151879
7.190349579;0.985318124
7.215686798;0.989403009
7.236371994;0.993406534
7.265830517;0.997605324
7.283164978;1.001511216
7.304062366;1.005514622
7.333494663;1.009811163
7.354232311;1.013863444
7.384860516;1.018143654
7.411527634;1.022342443
7.440879822;1.026638865
7.471029758;1.030870199
7.501232624;1.035101533
7.536194324;1.039430499
7.56065464;1.0434829
7.588810444;1.047632813
7.614413738;1.051880479
7.639379025;1.055981636
7.657830715;1.059854984
7.687076092;1.064053774
7.707495213;1.067992091
7.730971813;1.072158456
7.763168812;1.076438546
7.790314198;1.080539703
7.818044186;1.084771037
7.848433495;1.088953614
7.877652645;1.093184948
7.909557343;1.097432613
7.940318584;1.101647615
7.971930504;1.106025457
7.998065472;1.110077739
8.025211334;1.114178896
8.058099747;1.118459105
8.081230164;1.12246263
8.101542473;1.126368523
8.131505966;1.130697489
8.151181221;1.134717226
8.174683571;1.138720751
8.206535339;1.142968416
8.232749939;1.147069573
8.264548302;1.15139854
8.289726257;1.155629873
8.321258545;1.159893751
8.353668213;1.164141417
8.384216309;1.168340206
8.419072151;1.172701716
8.44209671;1.176754117
8.4742136;1.180806398
8.501811028;1.185037732
8.525766373;1.189106345
8.547727585;1.192947149
8.573570251;1.197129607
8.597472191;1.201100588
8.624936104;1.205266833
8.66069603;1.209644675
8.687335968;1.213859677
8.717538834;1.218123674
8.748327255;1.222241044
8.77948761;1.226521254
8.812508583;1.230817676
8.846460342;1.235081553
8.876077652;1.239361763
8.907902718;1.243495464
8.936484337;1.247677922
8.965463638;1.2519418
8.993034363;1.255912781
9.017601013;1.259916306
9.049160004;1.264180183
9.069393158;1.268086076
9.094437599;1.272105813
9.130729675;1.276402354
9.154232025;1.280454636
9.186455727;1.284734845
9.218147278;1.288966179
9.250265121;1.293295145
9.28302002;1.297526479
9.314153671;1.301725268
9.350152969;1.306054235
9.378760338;1.310155392
9.406464577;1.314321637
9.439751625;1.318422794
9.4662323;1.322475195
9.488698006;1.326380968
9.517678261;1.330612421
9.543148041;1.33448565
9.571622849;1.338635683
9.606612206;1.342948318
9.633916855;1.347049475
9.669198036;1.351329684
9.705037117;1.355528474
9.734921455;1.359776139
9.772647858;1.364007473
9.804871559;1.368255138
9.840099335;1.372649193
9.86711216;1.376717806
9.899920464;1.380786419
9.933632851;1.385033965
9.957561493;1.388988733
9.985078812;1.392959595
10.01405907;1.39712584
10.03796101;1.401145697
10.06255436;1.40513289
10.10163689;1.4094944
10.12745285;1.413481712
10.16669559;1.417810678
10.20016861;1.422074556
10.23313713;1.426419854
10.26908302;1.4305861
10.30295467;1.434768677
10.33839512;1.439178944
10.36918259;1.443182468
10.39869499;1.447218537
10.43400192;1.451449871
10.46678448;1.455778837
10.48566151;1.459554553
10.52189922;1.463867307
10.54885864;1.467887044
10.58031082;1.472102165
10.61838436;1.476300955
10.64749718;1.4804672
10.68519688;1.484796166
10.71835136;1.488994956
10.75384521;1.493177533
10.79228973;1.497457623
10.82382202;1.501737833
10.8612566;1.506034255
10.89486313;1.5101192
10.93017101;1.514236569
10.9638834;1.518451691
10.99089622;1.522455215
11.019557;1.526426077
11.05294991;1.530722618
11.08046722;1.534709811
11.10577869;1.538680792
11.14645672;1.54302597
11.17588902;1.547110915
11.21507835;1.551374793
11.24884415;1.555541039
11.28590584;1.559837461
11.3242178;1.564101338
11.36064243;1.568283916
11.39794445;1.572547793
11.4318428;1.576616406
11.46340179;1.580750108
11.49570465;1.584883809
11.52617359;1.588903546
11.55337238;1.592841983
11.58931828;1.597122192
11.61699581;1.601060629
11.65357876;1.605226874
11.68933868;1.60955584
11.72049904;1.613738298
11.75814629;1.617969751
11.79566097;1.622168541
11.83243084;1.626448631
11.87204552;1.630663753
11.90626335;1.634862542
11.94779205;1.639175296
11.97794151;1.643178821
12.0116539;1.647231102
12.04281425;1.651348472
12.07416058;1.655400872
12.10194397;1.659371853
12.14113331;1.663603187
12.16748142;1.667557836
12.19749832;1.671675205
12.24748135;1.676085591
12.2742281;1.68012166
12.31642246;1.684515834
12.34997463;1.68876338
12.39163685;1.693141222
12.42787552;1.697323799
12.46384716;1.701555133
12.50691891;1.705900311
12.53823853;1.710001469
12.5712595;1.714053869
12.61244297;1.718268871
12.64219379;1.722337484
12.66883373;1.726243377
12.702281;1.730393291
12.7322979;1.734348059
12.76917362;1.738514304
12.80838966;1.742810726
12.84173012;1.746944427
12.88171673;1.751208305
12.92045403;1.755423427
12.9551239;1.759670973
12.99965763;1.76393497
13.03741074;1.768133759
13.08133316;1.772544026
13.11166859;1.776612639
13.14660454;1.780713797
13.18364048;1.784912586
13.21870804;1.788981199
13.24718285;1.792887092
13.28387356;1.797183514
13.31503391;1.801235914
13.34611416;1.805223107
13.38665962;1.809454441
13.42002583;1.81357193
13.46243286;1.81793344
13.49672985;1.822067142
13.53538704;1.826347351
13.58143616;1.830627441
13.6179142;1.834842563
13.65888405;1.839106441
13.68953896;1.843093634
13.72904778;1.847276211
13.76693439;1.851523757
13.79660606;1.855543613
13.8276062;1.859433174
13.86950779;1.863794684
13.89524364;1.867716908
13.93166828;1.87185061
13.97442055;1.8761307
14.01382256;1.880296946
14.05301189;1.884544611
14.08943558;1.888710856
14.13120461;1.892958522
14.1764555;1.897206068
14.21256065;1.901388645
14.25494099;1.905652523
14.28865337;1.90975368
14.32598114;1.913789749
14.3621397;1.917972207
14.3965168;1.921878099
14.43209076;1.926028132
14.46854115;1.93029201
14.49858475;1.934279203
14.53381252;1.938380361
14.57789421;1.942709327
14.60990524;1.94677794
14.65723038;1.951074362
14.69554234;1.955305696
14.7382412;1.959650993
14.78051472;1.963866115
14.81536961;1.967999816
14.85961056;1.972247362
14.88933563;1.976218343
14.9310503;1.980335832
14.96213055;1.984355569
14.99999046;1.988473058
15.03152275;1.992476463
15.07321167;1.996838093
15.10285664;2.000711441
15.14364052;2.004942656
15.18939686;2.009450674
15.22571564;2.013568163
15.26766968;2.017864704
15.3099966;2.022079706
15.35261536;2.026424885
15.39217758;2.030607462
15.43668365;2.034838915
15.47855854;2.039200306
15.51461029;2.043334007
15.55087566;2.047337532
15.58921432;2.051503897
15.62478733;2.055507421
15.65733051;2.05946207
15.69436646;2.063595772
15.7303648;2.067680597
15.76577854;2.07174921
15.81017971;2.076094389
15.84460926;2.080163002
15.89297199;2.084524632
15.93341064;2.088739634
15.97536469;2.093036175
16.01434135;2.09728384
16.06049728;2.101498842
16.10197258;2.10576272
16.13448906;2.109750032
16.17022133;2.113802195
16.21310616;2.118000984
16.2484684;2.122069597
16.27981377;2.125910521
16.32307053;2.130223036
16.35670471;2.134194136
16.39530754;2.138344049
16.4396286;2.142575502
16.48131752;2.146823168
16.52515984;2.151119471
16.56490707;2.155302048
16.6110096;2.15951705
16.6558094;2.163813591
16.69906616;2.168044806
16.74014282;2.172325134
16.77385521;2.176361084
16.8130722;2.180429697
16.85678101;2.184628487
16.88647842;2.188501835
16.91955185;2.192424059
16.961586;2.196639061
16.9954052;2.200691462
17.03286743;2.204760075
17.08441925;2.209137678
17.11946106;2.21328783
17.16888618;2.217633009
17.20820808;2.221782923
17.25510788;2.22612834
17.29730225;2.230392218
17.34101105;2.23460722
17.38349724;2.238740921
17.41864586;2.242842197
17.46224785;2.247073412
17.50061417;2.251321077
17.53440666;2.255291939
17.57032585;2.259328127
17.61515045;2.263705969
17.64636421;2.267627954
17.68629837;2.271761656
17.73450089;2.276107073
17.77060509;2.280289412
17.81641579;2.284471989
17.8591938;2.288703442
17.90383339;2.292967319
17.94892502;2.297198534
17.98970985;2.301348686
18.03652954;2.305693865
18.07473564;2.309811354
18.1158123;2.313814878
18.14971161;2.317899704
18.1911602;2.321984529
18.22793007;2.326053143
18.26741219;2.330268145
18.30184174;2.334239244
18.34212112;2.338372946
18.38697433;2.342718124
18.42459488;2.346754313
18.47295761;2.351067066
18.51554871;2.355233192
18.56449699;2.359578371
18.60302162;2.363760948
18.64699554;2.367910862
18.68929672;2.372191191
18.72965431;2.376178265
18.76435089;2.380181789
18.80564117;2.384380579
18.84754181;2.388546944
18.88000488;2.39248538
18.92291641;2.396716595
18.95998001;2.400752783
19.00488472;2.405032873
19.04782295;2.409296751
19.09009552;2.413446665
19.13529396;2.417743206
19.17578697;2.421941996
19.22098541;2.426156998
19.2722187;2.430339575
19.312603;2.434554815
19.35982323;2.438867331
19.39552879;2.442870855
19.4283905;2.446760416
19.47398758;2.451024294
19.50966835;2.455027819
19.5440712;2.458982706
19.59184837;2.463262796
19.633564;2.46741271
19.66780663;2.471497536
19.71680832;2.475794077
19.75586319;2.479943991
19.80555534;2.484338045
19.84673882;2.488536835
19.89302635;2.492833376
19.9394207;2.497097254
19.9787693;2.501296043
20.02771759;2.505576134
20.06118965;2.509482145
20.10064507;2.513550758
20.14097786;2.517716885
20.18040657;2.521785498
20.21050262;2.52560997
20.25580788;2.529890299
20.29353523;2.533877373
20.33860016;2.538108826
20.38940811;2.542470455
20.43311691;2.546717882
20.47903252;2.550998211
20.52205086;2.555164337
20.56913567;2.559460878
20.6131382;2.563740969
20.65809631;2.567972422
20.70510292;2.572219849
20.74399948;2.576370001
20.78435898;2.580454826
20.82381439;2.584637403
20.85853767;2.588461876
20.89714241;2.592546701
20.94239235;2.596794367
20.97730064;2.600830317
21.01553345;2.60489893
21.0663414;2.609244347
21.10242081;2.613329172
21.1536541;2.617625475
21.19316292;2.621808052
21.24447441;2.626137018
21.28956795;2.630352259
21.33152199;2.63448596
21.38012314;2.638749838
21.42048264;2.642834663
21.45746422;2.646903276
21.49487305;2.650955677
21.54124069;2.655203104
21.57601547;2.659157991
21.61900711;2.663421869
21.65287971;2.667278767
21.69656181;2.671526432
21.74638557;2.675822973
21.78866005;2.679972887
21.83654404;2.684236765
21.88142204;2.688419342
21.92643356;2.692699432
21.97227097;2.696833134
22.01845169;2.700999498
22.06747818;2.705328465
22.10331726;2.709429502
22.13801384;2.713367939
22.18472862;2.717631817
22.22237587;2.721619129
22.25994301;2.725687742
22.30226898;2.729821444
22.34424973;2.73398757
22.38136673;2.738056183
22.43007278;2.7424016
22.46849251;2.746388674
22.52397919;2.750766516
22.56702423;2.754997969
22.61493301;2.759326935
22.65563774;2.763427973
22.69841766;2.767578125
22.74898529;2.771955967
22.77847099;2.775812864
22.8134861;2.77967
22.85698318;2.783917427
22.90834808;2.788327932
22.94038582;2.792103529
22.98872185;2.796497583
23.02953339;2.800615072
23.07688522;2.804911613
23.1181469;2.809110403
23.17089653;2.813406706
23.21388817;2.817768335
23.25711823;2.821967125
23.29761124;2.826117039
23.35086441;2.830397367
23.39223289;2.834644794
23.44189835;2.838876247
23.47829628;2.84286356
23.51958656;2.846915722
23.564785;2.851130962
23.59413528;2.855004072
23.63175774;2.858991385
23.68224525;2.863320351
23.72106361;2.867421627
23.76237869;2.871457577
23.81286812;2.875868082
23.85314751;2.880034208
23.90073776;2.884314299
23.94354439;2.888431787
23.99570847;2.892809629
24.0408535;2.897057295
24.08230209;2.901190996
24.1271019;2.90534091
24.16708755;2.90931201
24.20787239;2.913413048
24.24775314;2.917465448
24.28731537;2.921550274
24.32711601;2.925570011
24.37351036;2.929898977
24.40693092;2.933821201
24.45329857;2.938052416
24.50687027;2.94238162
24.55105972;2.94658041
24.59609795;2.950827837
24.64493752;2.955026627
24.69186401;2.95933938
24.73490906;2.963554621
24.77867126;2.967655659
24.82974434;2.9719522
24.86930656;2.976085901
24.90272713;2.980056763
24.94329834;2.984092951
24.98283386;2.988112688
25.02436256;2.99216485
25.06530571;2.996380091
25.10401726;3.000350952
25.14647675;3.004517317
25.20398521;3.008960247
25.24022293;3.012979984
25.29355621;3.017325163
25.33694649;3.021556616
25.38972282;3.025966883
25.43295288;3.030100584
25.47557259;3.034266949
25.52412033;3.038677216
25.56572914;3.042713165
25.60467911;3.046651602
25.64634132;3.050850391
25.69382477;3.055114269
25.72102356;3.058971405
25.76800346;3.063153982
25.80820274;3.067189932
25.8558197;3.071405172
25.90460777;3.075685263
25.94743919;3.07986784
25.99612045;3.084180593
26.04477501;3.088395596
26.09085083;3.092610598
26.13610077;3.096776962
26.18510246;3.100991964
26.23200035;3.10532093
26.26629829;3.109340668
26.30604553;3.113246679
26.35164261;3.117559195
26.38942337;3.121611595
26.4224453;3.125550032
26.47498131;3.129878998
26.51879692;3.134061575
26.55155182;3.138130188
26.59985924;3.142361403
26.64604187;3.146511555
26.69578552;3.150872946
26.73630524;3.155006647
26.78849602;3.159270525
26.83324242;3.163501978
26.87251091;3.167651892
26.91749573;3.171818256
26.95336151;3.175610065
26.99672508;3.179792643
27.03939819;3.184040308
27.08010292;3.188157797
27.11854744;3.192096233
27.16964722;3.196571589
27.20205688;3.200558901
27.24635124;3.204692602
27.29960632;3.209037781
27.3430233;3.213301659
27.39066696;3.217516661
27.43254089;3.22163415
27.47938728;3.22591424
27.52836037;3.230096817
27.57209778;3.234214306
27.61200333;3.238331795
27.65552711;3.242497921
27.69375992;3.246469021
27.7351017;3.25065136
27.76405525;3.25445962
27.81111526;3.25867486
27.85724258;3.262938738
27.89866638;3.267039776
27.94046021;3.271173477
27.9916935;3.275567532
28.03380775;3.279701233
28.07751656;3.283981562
28.12856483;3.288228989
28.17825508;3.292590618
28.22058296;3.296822071
28.26049042;3.300874233
28.30813408;3.305073023
28.33650208;3.308946371
28.38324165;3.31306386
28.41777992;3.317018509
28.46398735;3.321266174
28.49815178;3.325253487
28.55066109;3.329598665
28.58216667;3.333504438
28.62986374;3.337784767
28.68795776;3.342195034
28.72927284;3.346393824
28.77582741;3.350690365
28.8227005;3.354970455
28.87396049;3.359315634
28.91155434;3.363449335
28.95911789;3.367680788
29.00814629;3.372074842
29.05025864;3.376176119
29.08226967;3.37998414
29.12278938;3.384215593
29.15812302;3.388170242
29.20172691;3.39218998
29.24040985;3.396340132
29.28712463;3.400555134
29.32945061;3.404688835
29.37454224;3.408985138
29.41354561;3.413037539
29.46874046;3.41741538
29.51117325;3.42161417
29.56208801;3.425910711
29.60595703;3.430076838
29.64673996;3.434275627
29.69358635;3.438555956
29.72597122;3.442363977
29.76414871;3.44635129
29.81144714;3.450647831
29.8535614;3.454879045
29.88902855;3.45871973
29.93781662;3.463065147
29.97328377;3.46705246
30.01903915;3.471251249
30.06373215;3.475450039
30.11172295;3.479746342
30.16271591;3.484059095
30.20443153;3.488176584
30.24766159;3.492359161
30.29395103;3.496509075
30.34199333;3.500772953
30.38580894;3.504939079
30.42566299;3.509024143
30.46219254;3.513092756
30.5087204;3.517389059
30.53748894;3.521229982
30.57433701;3.525233269
30.62317848;3.529546022
30.66218185;3.533679724
30.70336533;3.537748337
30.75653839;3.542093754
30.79508972;3.54625988
30.84626961;3.550572634
30.8887043;3.55467391
30.93655968;3.559002876
30.98319435;3.563282967
31.02506828;3.567400455
31.06332779;3.571387529
31.09858131;3.575407505
31.14133453;3.579589844
31.18405914;3.58369112
31.22311592;3.587775946
31.2644062;3.591925859
31.31632996;3.596401453
31.34706497;3.600372314
31.39165115;3.604587317
31.4444809;3.608965158
31.49002457;3.613229036
31.53274918;3.617444277
31.5766716;3.621643066
31.62343788;3.625906944
31.66882133;3.630105734
31.71130753;3.634239435
31.7590847;3.638503313
31.79521751;3.642653227
31.83031273;3.646510363
31.86867714;3.6505301
31.90592575;3.6545825
31.94934273;3.658716202
31.98807907;3.662866116
32.03072357;3.666967154
32.07384872;3.671231031
32.12476349;3.675641537
32.16172028;3.679661274
32.2079277;3.684006453
32.25610352;3.688237906
32.30117035;3.692566872
32.34397507;3.696684361
32.38502502;3.700704098
32.42758942;3.704951763
32.46281815;3.708825111
32.49661255;3.712763548
32.54361725;3.716945887
32.59149933;3.72125864
32.61925888;3.72522974
32.66655731;3.729460955
32.70518494;3.733529568
32.75556946;3.737842321
32.80456924;3.742106199
32.84649658;3.746288776
32.89379501;3.750633955
32.93979263;3.754865408
32.98249054;3.759031534
33.02221298;3.76305151
33.07091904;3.767412901
33.11898804;3.771709442
33.15065384;3.775712967
33.17989731;3.779504776
33.22655869;3.783850193
33.2648201;3.787804842
33.29789352;3.791743279
33.34601593;3.796039581
33.39161301;3.800287247
33.42575073;3.804388285
33.47280884;3.808619738
33.51734161;3.812818527
33.56817627;3.817196369
33.60943985;3.821378946
33.65509033;3.825642824
33.70217514;3.829939127
33.74471664;3.83417058
33.78645706;3.838353157
33.81072998;3.842112541
33.85917282;3.846343756
33.89610291;3.850526333
33.9364357;3.854643822
33.9649086;3.858435631
34.01638031;3.862829924
34.05134583;3.866784573
34.09723282;3.871015787
34.15016937;3.875361204
34.19294739;3.879657507
34.23761368;3.883921385
34.27903748;3.888071537
34.32843399;3.892335415
34.36932755;3.896501541
34.4113884;3.900700331
34.4551239;3.90481782
34.49401855;3.909049273
34.53116226;3.913085222
34.56984711;3.917284012
34.59850693;3.921027184
34.64492798;3.925339937
34.69044495;3.929652452
34.72548676;3.933704853
34.76190948;3.937773466
34.81542969;3.942200184
34.8515625;3.946285009
34.90125275;3.950532675
34.94283676;3.954731464
34.99321747;3.959060431
35.03277969;3.963226795
35.06734467;3.967181444
35.11108017;3.971380234
35.1475029;3.975351095
35.1814537;3.97935462
35.22048569;3.983423233
35.27243423;3.987817287
35.30809021;3.991934776
35.3483696;3.996214867
35.3845253;4.000072002
35.43206406;4.004449844
35.47986984;4.008795261
35.52224731;4.012961388
35.56643677;4.017176151
35.60971832;4.021358967
35.65542221;4.025606632
35.69075775;4.029593945
35.73133087;4.033710957
35.77907944;4.038007736
35.81861496;4.042141438
35.84030914;4.045917034
35.88875198;4.050197124
35.9249382;4.054200649
35.95998001;4.058285713
36.00610733;4.062533379
36.05111694;4.066813469
36.0920105;4.070995808
36.13566589;4.0753088
36.17153168;4.079328537
36.22627258;4.083722591
36.26939774;4.087986469
36.31603241;4.092282772
36.35072708;4.096302509
36.38888168;4.100468636
36.43583298;4.10479784
36.46042633;4.108508587
36.49435043;4.112398148
36.53768921;4.116662025
36.58889389;4.121072292
36.6150322;4.124880314
36.66323471;4.129241943
36.70457458;4.13334322
36.75091553;4.137688637
36.7963562;4.141919613
36.84492874;4.14626503
36.89095306;4.150691509
36.92875671;4.154890537
36.96975708;4.159024239
37.0125885;4.163239002
37.06020355;4.167584419
37.09857178;4.171750546
37.12566376;4.175623894
37.16128922;4.179594994
37.20691299;4.183891296
37.23283386;4.187683582
37.26646805;4.19170332
37.32012177;4.196113586
37.35890961;4.2002635
37.39318085;4.204332352
37.44412231;4.208726406
37.48418808;4.212908745
37.53076935;4.217172623
37.57110214;4.221290112
37.61784363;4.225635529
37.66373062;4.229931831
37.69712448;4.233983994
37.73384094;4.238052845
37.7660141;4.242007256
37.81126404;4.246222496
37.84476471;4.250258446
37.8840065;4.254327297
37.92213058;4.258444786
37.97185135;4.262805939
38.00098801;4.266695499
38.04483032;4.270926952
38.09646225;4.275304794
38.13988113;4.279520035
38.18172836;4.283702374
38.21940231;4.287819862
38.26983643;4.292116165
38.30623627;4.296152592
38.34446716;4.300253391
38.38891983;4.304484844
38.43473053;4.308814049
38.4594841;4.312687397
38.49388885;4.316739559
38.53645325;4.32087326
38.57394028;4.325071812
38.61865997;4.329287052
38.64875793;4.333274364
38.69164276;4.337489605
38.74274063;4.341883659
38.77358246;4.345952034
38.82495117;4.350183487
38.86698532;4.354463577
38.91749954;4.358841419
38.95166397;4.362926483
38.98056412;4.366897106
39.03211594;4.371258736
39.05870438;4.375148296
39.09305573;4.379151821
39.13272095;4.383367062
39.18557739;4.387777328
39.21046066;4.391748428
39.25762939;4.395963192
39.29506302;4.400064468
39.34151077;4.404393673
39.38607025;4.408673763
39.4248085;4.41283989
39.47192001;4.417185307
39.51488495;4.421383858
39.55401993;4.425566673
39.59095001;4.429553509
39.6355629;4.433866501
39.67943192;4.438081741
39.70894241;4.441971302
39.73103714;4.445697784
39.78205872;4.450124741
39.81845474;4.454095364
39.85408401;4.458115578
39.90233994;4.462525845
39.945755;4.466822147
39.98265839;4.471004486
40.02697754;4.475268364
40.0678978;4.479483604
40.1160202;4.483877659
40.15071487;4.488043785
40.1925087;4.492210388
40.23337555;4.496408939
40.27160645;4.500494003
40.30771255;4.504546165
40.33132172;4.508191586
40.37617493;4.512455463
40.42131805;4.516719341
40.46016312;4.520869255
40.48929977;4.524840355
40.54271317;4.529332161
40.57398224;4.533303261
40.61654663;4.537501812
40.66703415;4.541847229
40.71255493;4.546192646
40.75527954;4.550440311
40.78837967;4.554476261
40.83743286;4.558772564
40.87808609;4.56293869
40.91440201;4.567121506
40.95146561;4.571141243
40.99248886;4.575339794
41.02186584;4.579294682
41.05802536;4.583444595
41.08386993;4.587171555
41.13114166;4.591500282
41.17282867;4.595797062
41.2090683;4.599881649
41.2473526;4.604031563
41.29797363;4.608442307
41.33452988;4.612543106
41.37590027;4.616774559
41.41937256;4.621006012
41.46714783;4.625400066
41.50843811;4.629631519
41.53678131;4.633602142
41.57575607;4.637833595
41.6076355;4.641756058
41.64567947;4.645922184
41.67128372;4.649827957
41.72185135;4.654157162
41.75553894;4.658209324
41.80185318;4.662521839
41.82918549;4.666395187
41.87448883;4.670691967
41.9298439;4.675102234
41.9647789;4.679300785
42.00899124;4.683532238
42.04900742;4.687747478
42.09532166;4.692076206
42.12839508;4.696063519
42.1668129;4.700229645
42.21435165;4.704640388
42.25659943;4.708920479
42.26803207;4.712516785
42.31187439;4.716813564
42.35183334;4.720931053
42.3885231;4.725064754
42.42385864;4.729165554
42.46660995;4.733478546
42.50516129;4.737677097
42.54870987;4.741940975
42.58266068;4.745993614
42.62956238;4.750387669
42.6701889;4.754570007
42.70993423;4.758769035
42.74651718;4.76283741
42.78289032;4.766906261
42.82426071;4.771137238
42.84345627;4.774864197
42.88144684;4.778883934
42.93137741;4.783327103
42.96976852;4.787688732
42.99989319;4.791545391
43.04932022;4.795939445
43.08188629;4.800040722
43.12317657;4.804288387
43.16417694;4.808454514
43.2096405;4.812734604
43.25281525;4.817031384
43.28987885;4.821051121
43.3276062;4.825184822
43.36501312;4.829188347
43.40936279;4.833517075
43.44174576;4.837520599
43.47471237;4.841557026
